ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
0.917,3.008,7.86,-0.062,2.499,9.483,0.965,0.583,-1.385,-0.324,-0.097,0.007,57,3,18.4,-32.9,353.8,-16.8,0.1,2,37.06,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,10,2018-03-12 11:35:16:784
-0.524,1.246,11.494,-0.158,2.419,9.502,-0.227,-1.118,-1.083,-0.007,-0.33,0.056,24,0.1,9.6,-32.6,1.8,-14.3,1,2,38.2,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,509,2018-03-12 11:35:17:283
0.043,3.391,13.515,0.366,2.225,9.544,0.088,1.024,0.308,0.545,-0.054,-0.496,12,-2.7,19.1,-29,3.9,-11.4,-2.6,2,38.8,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,1009,2018-03-12 11:35:17:783
0.729,3.178,9.026,0.035,2.312,9.53,0.73,0.972,-0.329,-0.105,0.029,0.307,22,-3.5,7.9,-40.5,12.2,-12.2,-0.7,2,39.68,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,1509,2018-03-12 11:35:18:283
-0.462,2.384,9.273,-0.275,3.174,9.275,-0.638,-0.612,-0.751,-0.025,-0.243,0.038,19,-3.7,4,-38.6,17.5,-18.9,1.7,2,39.94,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,2009,2018-03-12 11:35:18:783
1.156,2.138,8.709,0.184,2.794,9.398,1.349,-1.473,-1.028,0.63,-0.382,-0.436,34,-9,2.7,-40.5,29.8,-16.6,-1.1,2,38.89,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,2509,2018-03-12 11:35:19:283
-0.651,4.94,8.964,-0.246,3.119,9.294,-0.237,1.347,0.057,0.054,0.192,0.457,27,-10.1,1.6,-43.5,37.7,-17.1,1.9,2,38.54,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,3010,2018-03-12 11:35:19:784
-0.561,4.266,7.729,0.268,3.612,9.113,-0.248,0.863,-0.418,-0.145,-0.256,-0.118,21,-8.3,-3.3,-48.3,26.5,-22.3,-0.4,2,39,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,3509,2018-03-12 11:35:20:283
-0.274,2.896,8.84,0.328,3.669,9.089,-0.29,-0.795,-0.238,0.111,0.187,0.08,16,-13.1,-4.9,-52,36.6,-22,-2.1,2,39.55,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,4010,2018-03-12 11:35:20:784
-0.427,3.02,13.183,0.342,2.933,9.352,-0.758,0.454,3.068,-0.291,-0.208,0.482,12,-15,-5.1,-59.4,44.6,-17.4,-2.1,2,39.69,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,4510,2018-03-12 11:35:21:284
-0.043,3.355,8.832,0.377,2.875,9.368,-0.412,0.512,-0.489,-0.227,0.082,0.114,9,-16,-1.1,-65.6,35.7,-17,-2.3,2,38.65,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,5010,2018-03-12 11:35:21:784
0.713,2.362,7.695,0.424,2.794,9.391,0.105,-0.212,-1.313,0.074,0.27,0.219,6,-20,-9.2,-64.7,59.3,-16.6,-2.6,2,39.6,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,5509,2018-03-12 11:35:22:283
-0.326,2.743,7.915,0.362,3.236,9.25,-0.486,-0.689,-0.281,0.137,-0.074,0.794,6,-17.9,-7.9,-63.7,51.9,-18.2,-1.8,2,38.87,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,6009,2018-03-12 11:35:22:783
1.972,2.192,7.792,1.188,3.25,9.176,0.518,-1.378,-0.737,0.919,-0.387,0.773,6,-15.8,-10.9,-62.7,35.2,-19.4,-7.4,2,42.3,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,6510,2018-03-12 11:35:23:284
0.666,2.888,9.03,1.503,2.622,9.329,-0.686,-0.375,-0.161,0.533,0.342,0.404,1,-7,2.4,-61.7,358.7,-15.3,-6.8,2,39.91,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,7010,2018-03-12 11:35:23:784
-0.282,2.242,16.66,1.509,2.531,9.354,-0.239,-0.035,-0.505,-0.63,-0.262,-0.754,6,2.5,2.2,-58.6,323.7,-15,-9.2,2,39.17,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,7510,2018-03-12 11:35:24:284
1.021,5.86,10.188,0.81,3.061,9.281,-0.928,-0.143,-0.112,0.076,0.064,0.365,4,3.4,-5.8,-56.7,318,-16.2,-6,2,39.69,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,8009,2018-03-12 11:35:24:783
0.211,4.283,9.259,0.137,3.74,9.065,0.23,-0.08,-1.3,-0.166,0.223,-0.363,4,12.3,-18.2,-55.3,288.4,-22.4,-0.9,2,40.35,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,8510,2018-03-12 11:35:25:284
0.257,3.219,7.242,-0.603,3.81,9.016,0.766,-0.364,-1.682,0.037,0.047,-0.225,3,19.1,-20.4,-47.5,266.5,-21.3,1.3,2,40.73,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,9009,2018-03-12 11:35:25:783
-0.887,3.176,10.679,-0.821,4.04,8.898,-0.109,-0.812,0.132,0.404,0.457,0.223,3,25.2,-22,-36.4,258.7,-24.3,5.3,2,40.53,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,9510,2018-03-12 11:35:26:284
1.25,2.763,8.546,-1.189,2.758,9.335,0.952,-0.008,1.879,-0.073,-0.039,-0.564,3,29.9,-18.9,-48.1,269.6,-20.4,5.6,2,40.35,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,10010,2018-03-12 11:35:26:784
-1.607,2.034,8.972,-1.156,3.268,9.174,-0.177,-1.268,2.891,0.345,0.307,-0.294,3,34.1,-9.1,-41.4,282.8,-19.5,7.2,2,39.75,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,10510,2018-03-12 11:35:27:284
-1.233,3.665,8.006,-0.334,3.055,9.313,-0.892,0.985,-0.817,-0.222,-0.413,-0.451,3,32.4,-1.1,-42.1,295.8,-19.8,4,2,38.98,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,11010,2018-03-12 11:35:27:784
-0.565,4.046,7.497,-0.699,3.722,9.046,0.033,0.256,-1.598,-0.006,0.148,0.186,3,27.1,2,-46.8,311.2,-22.3,4.4,2,39.85,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,11510,2018-03-12 11:35:28:284
-0.213,2.727,7.026,-0.553,3.429,9.171,0.318,-0.767,-0.967,0.164,-0.242,0.318,3,25.5,1.3,-44.4,308.9,-17.3,8.1,2,40.88,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,12010,2018-03-12 11:35:28:784
-1.142,2.12,9.529,-1.443,2.806,9.285,-0.669,0.563,3.416,-0.384,0.717,-0.793,4,21.1,-2.4,-46.7,312.3,-16.6,8.8,2,40.7,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,12509,2018-03-12 11:35:29:283
-0.318,3.566,9.007,-1.451,3.167,9.167,0.502,1.296,0.558,-0.005,0.512,0.163,3,23,-1.9,-45.3,305.9,-18.2,6.5,2,40.07,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,13010,2018-03-12 11:35:29:784
-0.575,4.072,8.127,-1.464,3.851,8.899,0.836,0.122,0.381,0.008,-0.607,-1.211,4,19.6,-6.7,-46.5,315.9,-23.1,9.3,2,40.68,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 18,13509,2018-03-12 11:35:30:283
-1.524,4.133,7.823,-1.548,3.605,8.988,-0.201,1.082,0.825,0.155,0.041,-0.352,3,14.7,-1.7,-46.6,331.9,-20.8,8.1,2,40.67,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 18,14011,2018-03-12 11:35:30:785
-0.128,2.923,8.378,-0.658,3.476,9.146,0.055,-0.494,-0.43,-0.279,-0.678,0.168,3,12.4,0.5,-49.9,336.1,-20.8,4.1,2,40.29,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,14510,2018-03-12 11:35:31:284
2.161,2.51,8.365,-0.207,3.408,9.193,0.915,-0.811,-0.895,-0.132,0.24,-0.363,3,12.3,-0.2,-48.4,329,-18,3.5,2,40.22,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,15010,2018-03-12 11:35:31:784
-0.886,3.087,8.271,-0.308,3.389,9.197,0.032,-0.511,-0.742,-0.317,-0.333,0.14,4,14.2,0.9,-47.4,324.4,-20.2,1.9,2,41,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,15510,2018-03-12 11:35:32:284
-1.109,3.373,14.656,0.087,2.752,9.412,-0.434,0.055,4.435,-0.208,-0.106,-0.33,3,14.3,6.4,-48.3,323,-16.3,-0.5,2,40.11,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,16010,2018-03-12 11:35:32:784
-0.827,4.494,9.563,-0.601,3.298,9.216,-0.215,1.239,0.873,-0.143,0.397,0.531,4,13.8,4.5,-49.3,333.3,-19.7,3.7,2,39.58,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,16509,2018-03-12 11:35:33:283
0.16,3.745,9.215,-0.212,3.231,9.257,0.202,0.586,0.473,-0.166,-0.026,-0.508,4,8.7,-0.3,-51.6,336.2,-21,0.8,2,38.87,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,17010,2018-03-12 11:35:33:784
-0.443,2.827,7.421,-0.926,3.215,9.218,0.413,-0.132,-1.646,0.096,-0.03,-0.372,4,4.4,-2.2,-51.2,4.3,-19.1,5.7,2,39.76,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,17509,2018-03-12 11:35:34:283
0.935,2.831,7.812,-0.108,3.42,9.19,0.744,-0.979,-2.308,-0.105,0.05,-0.259,4,-0.6,-4.9,-44.8,17.2,-21,3.2,2,40.5,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,18010,2018-03-12 11:35:34:784
1.138,1.847,8.308,-0.589,2.754,9.394,0.229,-0.616,-2.154,-0.056,-0.044,-0.637,6,-5.7,-0.7,-40.5,39.9,-16.3,3.6,2,39.87,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,18510,2018-03-12 11:35:35:284
-1.993,1.824,8.432,-0.825,2.287,9.5,-0.204,-0.137,2.848,0.137,0.723,0.301,7,-2.9,4.5,-40.4,24.6,-13.5,5,2,39.84,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,19010,2018-03-12 11:35:35:784
-0.379,2.388,11.402,-0.328,2.437,9.493,-0.266,0.754,1.351,-0.029,-0.306,-0.349,28,-0.5,7.9,-42.5,7.7,-14.4,2,2,41.11,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,19509,2018-03-12 11:35:36:283
-0.835,3.129,8.866,-0.257,3.088,9.304,-0.413,1.267,0.149,-0.207,0.136,0.475,127,-1.3,11,-46.3,5.7,-18.7,1.9,2,39.37,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,20009,2018-03-12 11:35:36:783
0.741,2.158,8.176,0.476,2.011,9.586,0.331,-0.02,-1.712,-0.206,0.018,0.717,391,3.5,10.4,-51,342.1,-11.8,-2.8,2,40.15,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,20510,2018-03-12 11:35:37:284
-1.109,3.071,7.583,-0.773,2.529,9.443,0.444,-1.261,0.117,0.554,0.921,-0.281,737,11.3,11.3,-50.9,317.1,-8.8,-7,2,40.84,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,21009,2018-03-12 11:35:37:783
-1.397,1.797,9.721,-0.368,1.906,9.613,-0.381,-0.556,-0.656,-0.268,-0.085,0.065,955,9.7,5.2,-51.6,332,-11.2,2.2,2,40.64,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,21510,2018-03-12 11:35:38:284
-0.19,2.402,9.742,-0.42,2.178,9.552,0.628,-0.277,0.25,0.147,-0.072,-0.525,876,10.6,5,-50.6,331.5,-13.1,2.3,2,41.42,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,22009,2018-03-12 11:35:38:783
-1.328,2.563,9.982,-0.612,2.346,9.502,-0.572,0.148,0.272,-0.224,-0.092,-0.191,756,10.6,9.7,-49.6,340.4,-13.8,3.7,2,40.22,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,22509,2018-03-12 11:35:39:283
0.234,2.211,9.546,0.006,1.744,9.65,0.877,0.393,-0.933,-0.307,-0.087,-0.353,734,8.2,10.8,-49,341.8,-12.1,1.2,2,45.08,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,23009,2018-03-12 11:35:39:783
-0.075,1.794,8.901,-0.093,1.496,9.691,0.15,1.318,0.181,0.49,-0.28,-0.156,604,-1.3,4.8,-42.1,8.1,-5.2,0.3,2,52.06,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,23510,2018-03-12 11:35:40:284
-0.309,1.33,9.845,0.108,1.974,9.605,-0.733,-0.596,0.49,0.277,0.064,0.636,476,2.6,-0.4,-49.3,340.2,-11.6,-0.6,2,53.32,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,24010,2018-03-12 11:35:40:784
1.61,1.643,9.077,1.654,1.167,9.595,0.304,0.686,-0.974,-0.482,0.285,-0.382,435,-4.8,5.1,-50.5,341.3,-6.8,-9.8,2,45.51,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,24509,2018-03-12 11:35:41:283
1.504,2.068,7.665,0.07,1.686,9.66,0.161,0.134,1.79,0.249,0.368,-0.534,523,-11.5,4.4,-52.5,37.8,-11,-1.3,2,50.35,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,25009,2018-03-12 11:35:41:783
-0.611,1.931,11.561,-0.739,2.344,9.494,-0.45,0.757,1.873,-0.13,-0.1,0.282,595,-9,-0.1,-57.8,44.6,-13.8,4.4,2,43.34,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,25510,2018-03-12 11:35:42:284
0.722,3.243,7.706,-0.379,3.227,9.253,0.369,0.468,0.533,0.104,0.361,-0.453,319,-14.9,-8.7,-54.4,59.7,-19.4,1.1,2,41.19,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,26010,2018-03-12 11:35:42:784
0.16,3.274,9.142,-0.196,2.347,9.52,0.289,0.509,-1.096,0.294,0.648,0.008,210,-2.2,-27.9,-53.2,168,-13.8,1.2,2,42.12,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,26510,2018-03-12 11:35:43:284
-1.13,2.358,6.799,-0.506,3.147,9.274,-0.37,-0.655,-2.147,-0.084,-0.393,-0.26,78,0.3,-32.3,-51,159.8,-17,6.5,2,40.94,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,27009,2018-03-12 11:35:43:783
-0.185,1.896,9.396,-0.627,2.738,9.396,0.373,-0.538,-1.629,0.026,-0.076,-0.293,45,4.6,-32.6,-46.9,185.7,-16.2,3.8,2,40.91,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,27510,2018-03-12 11:35:44:284
-0.807,2.393,8.539,-0.066,2.16,9.566,1.002,-0.612,-2.279,0.024,-0.084,0.128,33,-8.3,-33.3,-45.7,160.2,-10.4,0.9,2,40.74,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,28010,2018-03-12 11:35:44:784
1.603,1.647,9.237,0.588,2.212,9.536,0.208,-0.492,1.77,0.125,-0.286,-0.11,31,-8.8,-34.9,-34.1,165.3,-13,-3.5,2,41.96,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,28510,2018-03-12 11:35:45:284
-1.129,1.181,9.83,-0.188,2.078,9.582,-0.964,-2.046,4.304,0.095,0.202,0.596,36,-13.1,-29.6,-30.2,151.6,-12.8,-1.6,2,53.39,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,29010,2018-03-12 11:35:45:784
-0.112,3.189,11.323,-0.289,1.797,9.636,-0.155,-0.438,3.706,-0.063,0.384,0.414,90,-15.1,-14.2,-24,118.5,-13.6,-1.1,2,61.79,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,29509,2018-03-12 11:35:46:283
0.241,2.552,11.527,-0.62,1.607,9.654,-0.304,0.743,3.5,-0.784,0.324,1.212,175,-13.4,-13.2,-21.9,117,-15.1,1.5,2,44.88,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,30010,2018-03-12 11:35:46:784
4.033,1.4,8.321,3.392,0.139,9.2,0.34,1.067,-1.172,-0.396,-0.595,0.107,483,-12.3,2.2,-21,59.7,-0.8,-20.2,2,40.64,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,30509,2018-03-12 11:35:47:283
3.096,0.798,8.032,2.508,3.075,8.968,-1.276,-0.464,-2.198,0.348,-0.032,-0.253,647,-8.2,-0.3,-23.8,8.9,-18.3,-15.6,2,41.57,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,31009,2018-03-12 11:35:47:783
3.035,1.215,7.593,2.228,0.5,9.537,1.105,0.553,-2.197,-0.051,0.01,0.313,492,-10.7,5.4,-28.1,35.1,-5.5,-10.9,2,40.32,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,31510,2018-03-12 11:35:48:284
1.235,-0.052,8.291,0.858,2.002,9.562,-1.273,-0.236,-1.569,0.428,-0.027,-1.012,139,-9.7,3.6,-31.9,49.2,-2.3,-6.8,2,40.83,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,32010,2018-03-12 11:35:48:784
-1.484,3.836,4.748,-0.28,4.007,8.946,-2.131,-0.781,-0.006,1.241,-0.262,1.035,81,-7.2,-2.3,-30.6,36.6,-24.1,1.8,2,42.92,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,32510,2018-03-12 11:35:49:284
-0.058,4.314,11.127,-0.177,2.03,9.593,0.522,-0.327,-0.138,0.109,-0.286,-0.531,36,-13.6,2.2,-30.5,35.9,-19.4,-8.6,2,41.37,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,33009,2018-03-12 11:35:49:783
0.661,5.813,10.464,0.343,3.117,9.292,1.679,1.861,0.172,0.176,-0.41,0.263,30,-15.9,5.7,-26,46.8,-18.5,-2.1,2,41.45,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,33509,2018-03-12 11:35:50:283
1.417,1.928,8.372,1.451,3.376,9.092,0.332,-0.951,1.54,0.318,-0.86,-1.057,25,-15.3,6.1,-26.6,34,-20.1,-9.1,2,40.27,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,34009,2018-03-12 11:35:50:783
0.913,5.305,8.383,0.719,4.312,8.779,0.581,1.129,-1.431,0.522,-0.152,-0.168,27,-17.4,0.3,-24.8,61.1,-21,-1.2,2,39.37,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,34510,2018-03-12 11:35:51:284
0.295,3.337,7.095,-0.321,3.644,9.099,-0.433,0.388,-0.877,-0.432,-0.293,-0.276,39,-11.2,-4.6,-30.1,62.2,-21.8,2,2,40.27,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,35009,2018-03-12 11:35:51:783
-0.06,2.788,6.868,0.56,3.361,9.196,0.314,-0.672,0.662,0.429,0.217,0.209,114,-16.3,-7.2,-26.3,79.6,-20,-3.5,2,41.59,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,35510,2018-03-12 11:35:52:284
0.352,1.973,13.285,0.073,3.089,9.307,-0.191,-1.003,0.469,0.522,0.783,0.583,254,-17.1,-11.7,-25.6,100.6,-18.4,-0.4,2,40.68,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,36009,2018-03-12 11:35:52:783
0.059,2.837,13.483,0.033,2.634,9.446,-0.025,1.63,1.555,-0.607,-0.002,-0.284,542,-19,-11.2,-22.2,99.2,-19.2,-1.4,2,40.43,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,36510,2018-03-12 11:35:53:284
0.018,4.324,7.176,-0.207,3.988,8.957,0.307,0.862,1.176,0.131,0.01,0.175,529,-19.6,-15.2,-20.7,104.6,-24,1.3,2,40.09,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,37009,2018-03-12 11:35:53:783
-1.36,3.569,8.061,-0.483,4.697,8.595,0.696,-0.781,-1.107,0.243,-0.325,0.291,349,-19.9,-14.3,-15.6,103.9,-28.6,3.2,2,40.39,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,37510,2018-03-12 11:35:54:284
1.242,4.342,7.613,-0.078,4.663,8.627,1.586,-0.316,-0.516,0.354,-0.223,-0.125,101,-19.5,-11.9,-13.9,101.2,-28.4,0.5,2,40.61,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,38010,2018-03-12 11:35:54:784
-0.88,6.335,8.237,-0.596,4.673,8.601,-0.846,-1.238,-0.726,0.421,0.672,0.175,75,-17.6,-10,-16.9,93,-28.2,1.1,2,39.5,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,38510,2018-03-12 11:35:55:284
-0.094,5.211,9.255,-0.378,4.201,8.853,0.371,1.233,1.478,-0.293,-0.186,-0.633,55,-15.4,-9.6,-17.2,93.9,-28.2,2.3,2,39.07,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,39011,2018-03-12 11:35:55:785
-0.314,4.854,8.99,-0.612,4.194,8.844,-0.075,0.073,-1.809,-0.138,0.048,-0.08,43,-10.4,-8.4,-20.4,84.9,-25.3,4,2,40.08,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,39510,2018-03-12 11:35:56:284
0.06,2.582,8.876,0.156,4.106,8.905,-0.066,-0.287,-1.904,0.016,-0.196,0.299,40,-8.2,-9.2,-27.3,67.1,-24.7,-1,2,39.45,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,40010,2018-03-12 11:35:56:784
-2.121,3.602,8.648,-0.252,4.7,8.603,-1.488,-0.917,-1.301,0.022,0.654,1.296,43,-5.1,-16.3,-29.3,119.6,-23,2.2,2,40.5,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,40509,2018-03-12 11:35:57:283
0.901,4.072,10.401,0.268,4.45,8.735,0.57,-0.549,1.489,0.136,0.784,2.003,68,-13,-5.9,-35.1,48.1,-27,-1.8,2,39.19,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,41009,2018-03-12 11:35:57:783
-0.04,4.289,8.81,0.092,3.918,8.989,0.577,-0.011,-0.301,-0.029,0.336,0.688,95,-6.6,-1.2,-39.3,25.8,-23.8,0.2,2,40.56,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,41510,2018-03-12 11:35:58:284
1.091,2.178,9.271,0.024,3.013,9.332,0.452,0.136,-0.423,-0.94,0.251,1.1,74,1.8,12.3,-35.2,354.6,-17.9,-0.1,2,38.78,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,42010,2018-03-12 11:35:58:784
