ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
0.224,2.894,9.863,1.131,2.936,9.288,-0.072,0.747,0.441,0.006,0.554,0.346,3,-36.4,-6.8,-31.3,81,-18.6,-8.8,0,41.07,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,86509,2018-03-12 11:36:43:283
1.427,2.347,9.326,0.821,2.634,9.411,0.568,0.03,-0.884,0.007,0.267,0.701,4,-35.3,-2.9,-31.3,76.3,-17.2,-7.1,0,39.32,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,87009,2018-03-12 11:36:43:783
0.017,2.333,9.884,0.775,2.548,9.438,-0.306,-0.806,-0.122,0.167,0.353,0.969,4,-30.6,1.4,-33.1,69.7,-15.4,-4.9,0,40.65,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,87510,2018-03-12 11:36:44:284
0.053,2.542,9.116,0.402,2.688,9.423,-0.331,-0.072,-0.155,-0.091,0.173,0.173,4,-29.2,5.9,-32,61.7,-15.9,-2.4,0,38.58,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,88010,2018-03-12 11:36:44:784
0.571,2.708,9.529,0.293,2.478,9.484,0.113,0.069,-0.031,0.008,0.046,0.105,3,-27.6,8.3,-31.8,59.2,-14.7,-1.8,0,39.46,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,88509,2018-03-12 11:36:45:283
0.199,2.697,9.476,0.169,2.643,9.442,-0.121,0.043,0.114,0.091,-0.008,0.091,3,-25.7,8.8,-33,55.3,-15.2,-1.2,0,40.71,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,89010,2018-03-12 11:36:45:784
0.093,2.779,10.242,0.145,2.529,9.474,0.163,0.061,0.131,-0.043,0.054,0.01,4,-24.1,9.9,-33.3,51.8,-15.4,-0.9,0,39.76,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,89510,2018-03-12 11:36:46:284
0.205,2.25,9.784,0.327,2.362,9.512,-0.071,-0.077,0.29,-0.044,0.129,-0.214,61,-28.2,10.1,-34.1,56,-13.9,-2,2,40.21,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,90010,2018-03-12 11:36:46:784
0.319,1.983,9.992,0.46,2.096,9.569,-0.076,-0.073,0.175,0.088,0.001,0.132,281,-29.1,9.2,-32.8,60.1,-12.1,-2.2,2,39.98,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,90511,2018-03-12 11:36:47:285
0.872,2.345,8.911,0.808,2.377,9.48,-0.014,-0.082,0.347,0.084,-0.023,-0.021,305,-29.3,7.9,-30.5,59.5,-13.4,-4.7,2,40.05,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,91009,2018-03-12 11:36:47:783
0.999,2.496,9.313,0.946,2.476,9.442,-0.011,0.036,-0.055,0.027,0.024,0.033,314,-30.1,8.7,-33.5,57.3,-14,-5,2,41.7,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,91509,2018-03-12 11:36:48:283
0.333,2.737,8.784,0.27,2.6,9.452,0.085,0.069,-0.078,0.473,0.986,0.453,288,-24.4,10.4,-34.3,50.7,-15.4,-1.6,2,39.28,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,92010,2018-03-12 11:36:48:784
-0.664,1.637,9.785,-0.478,1.569,9.669,-0.242,0.389,-0.076,-0.153,-0.09,0.418,296,-21.4,14.5,-36.1,47.9,-11.4,2.9,2,40.15,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,92510,2018-03-12 11:36:49:284
1.109,1.818,9.468,0.696,2.201,9.531,0.135,-0.178,0.109,0.193,-0.147,0.146,424,-17.7,13.4,-42,33.7,-13,-4.2,2,40.32,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,93010,2018-03-12 11:36:49:784
-0.683,1.009,10.89,0.012,1.158,9.738,-0.079,0.093,-0.77,0.321,-0.187,0.035,482,-15.4,18.3,-43.1,32.8,-6.6,-0.4,2,40.6,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,93510,2018-03-12 11:36:50:284
0.138,2.004,7.892,0.048,2.842,9.386,0.585,-0.491,-1.075,0.235,0.903,0.085,570,-14.1,9.3,-45.3,13,-15.1,-11.4,2,39.95,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,94009,2018-03-12 11:36:50:783
-1.179,3.657,8.426,-0.507,2.647,9.429,-0.589,0.917,-0.631,-0.188,-0.205,-0.071,390,-15.4,8.6,-45.2,40.2,-15.7,3.1,2,45.34,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,94509,2018-03-12 11:36:51:283
-0.438,2.101,7.88,-0.328,2.491,9.479,-0.744,-0.438,0.177,0.783,-0.4,-0.163,421,-16.1,6.2,-45.5,45.8,-14.7,2,2,44.68,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,95010,2018-03-12 11:36:51:784
0.079,3.227,8.656,-0.185,3.181,9.275,0.195,-0.041,-0.055,-0.259,0.137,-0.096,433,-20.2,0.2,-45.8,52.5,-20.2,0.8,2,41.61,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,95510,2018-03-12 11:36:52:284
0.04,2.163,10.022,-0.425,2.86,9.371,0.434,-0.67,0.567,0.239,0.23,0.128,408,-16,3,-46.2,47.4,-16.8,1.8,2,41.55,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,96010,2018-03-12 11:36:52:784
-0.574,3.288,9.118,-0.476,2.903,9.355,-0.037,0.402,-0.291,-0.072,-0.121,-0.275,376,-16.6,0.1,-45.4,56,-17.7,3.5,2,40.9,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,96509,2018-03-12 11:36:53:283
0.829,2.35,8.204,0.428,3.162,9.273,1.528,-1.321,1.095,0.065,-0.324,-0.362,443,-20.5,-3.5,-44.4,58.4,-18.8,-2.6,2,40.23,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,97009,2018-03-12 11:36:53:783
0.049,3.253,9.556,-0.172,2.72,9.42,-0.376,1.544,1.641,0.106,0.096,-0.135,376,-22.9,-2.9,-45.2,70,-14.7,0.5,2,39.71,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,97509,2018-03-12 11:36:54:283
-0.439,2.508,8.593,-0.273,3.502,9.156,-0.027,-0.722,-1.455,-0.029,-0.111,-0.282,278,-19.5,-6.4,-40.3,67.2,-20.9,1.7,2,42.38,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,98009,2018-03-12 11:36:54:783
-0.388,2.728,7.254,-0.35,3.082,9.303,-0.004,-0.545,1.459,-0.231,-0.21,-0.125,234,-22.9,-8,-38.5,77.3,-19.9,2,2,39.64,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,98509,2018-03-12 11:36:55:283
0.867,3.177,8.57,-0.783,2.752,9.38,0.947,0.657,-0.034,-0.2,0.25,-0.498,83,-22.3,-9.3,-36.2,84.3,-17.9,1.7,2,40.45,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,99010,2018-03-12 11:36:55:784
-1.496,2.426,8.317,-0.807,3.137,9.256,-0.634,-1.084,1.402,0.633,-0.162,-0.146,75,-22.5,-7.1,-37.6,82,-16.9,5.3,2,53.18,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,99513,2018-03-12 11:36:56:287
-1.142,3.086,9.342,-0.449,2.635,9.435,-0.396,0.606,1.042,0.029,-0.293,-0.08,92,-26.2,-7.6,-32.1,88.9,-15.6,2.7,2,42.68,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,100009,2018-03-12 11:36:56:783
0.381,2.909,8.934,-0.131,2.843,9.385,0.356,-0.092,-0.276,0.126,-0.059,-0.203,189,-27.1,-9.5,-33.6,88,-16.5,0.5,2,41.46,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,100509,2018-03-12 11:36:57:283
-0.153,3.913,9.417,-0.38,2.615,9.444,-0.192,-0.405,2.989,0.077,0.107,-0.03,184,-28.4,-10.4,-31.5,91.4,-16.3,0.5,2,41.28,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,101010,2018-03-12 11:36:57:784
-0.549,2.825,8.52,-0.524,2.969,9.332,-0.432,0.173,-0.93,-0.243,-0.304,-0.159,123,-27.4,-16.3,-29.6,102.5,-18,2.2,2,40.57,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,101510,2018-03-12 11:36:58:284
0.836,1.349,9.528,0.506,2.71,9.411,1.651,-1.466,0.087,0.314,-0.504,-1.09,146,-27.7,-19.4,-26.6,114.6,-12.4,-0.7,2,41.58,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,102010,2018-03-12 11:36:58:784
3.489,2.093,9.622,0.494,3.581,9.116,0.022,-1.09,0.493,0.03,-0.013,-1.656,90,-21.8,-25.6,-20.7,131,-20,-8.5,2,43.52,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,102509,2018-03-12 11:36:59:283
-1.203,2.545,11.372,-0.232,3.535,9.144,-1.149,-1.096,-0.66,-0.424,-0.537,-1.399,134,2.6,-27.4,-14.6,187.6,-21.1,1.5,2,45.6,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,103010,2018-03-12 11:36:59:784
-0.294,3.824,8.431,0.412,2.972,9.336,0.014,0.81,-0.915,-0.112,-0.924,-1.162,179,25.8,-18.8,-18.5,244.8,-18,-0.2,2,45.98,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,103510,2018-03-12 11:37:00:284
0.54,2.86,9.32,0.79,2.998,9.304,-0.429,0.076,-0.418,-0.208,-0.338,-0.625,52,21.6,-4.1,-27.8,279.9,-18,-4.8,2,42.83,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,104010,2018-03-12 11:37:00:784
0.213,2.966,9.379,0.192,3.116,9.296,0.072,-0.13,0.047,0.273,0.181,0.361,65,24.4,-5.4,-30.2,278.8,-17.7,-3.2,0,42.16,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,104509,2018-03-12 11:37:01:283
-0.085,2.67,8.426,0.436,2.726,9.41,0.144,0.443,2.909,-0.058,0.495,-0.044,89,24.6,-5.2,-29.6,276.9,-16.1,-2.7,2,42.5,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,105009,2018-03-12 11:37:01:783
0.381,3.154,8.913,0.12,3.011,9.332,0.6,0.245,-1.112,-0.062,-0.06,0.188,78,22.3,-5.2,-23.4,275.7,-17.9,-0.7,2,40.27,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,105510,2018-03-12 11:37:02:284
0.813,2.311,12.281,0.285,3.026,9.324,-0.236,-0.682,-1.756,0.281,-0.029,0.566,96,25.3,-7,-23.1,270.4,-18,-1.8,2,40.4,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,106010,2018-03-12 11:37:02:784
0.972,3.721,9.817,0.906,2.693,9.386,0.021,1.031,0.38,-0.302,-0.294,-0.569,86,20.2,-5.6,-22.4,270.7,-17.2,-4.4,2,40.04,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,106510,2018-03-12 11:37:03:284
1.263,2.8,7.229,0.64,2.451,9.474,0.159,0.762,-0.066,-0.387,0.028,-0.188,84,22.4,0.2,-25.8,286,-16.6,-4.7,2,40.22,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,107010,2018-03-12 11:37:03:784
0.466,1.952,8.654,0.169,3.024,9.327,-0.387,-1.227,-0.852,-0.171,0.173,0.022,122,22.4,-3.9,-28.3,277.7,-14.5,-0.9,2,63.13,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,107509,2018-03-12 11:37:04:283
-0.353,3.853,10.01,1.043,2.231,9.492,0.248,-0.777,3.625,-0.108,0.38,0.045,181,16.1,-5.1,-36,278.2,-13.1,-6.3,2,60.14,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,108009,2018-03-12 11:37:04:783
1.34,3.694,10.649,0.705,2.953,9.325,0.522,1.016,0.81,0.255,-0.031,0.378,340,16.6,-11.3,-40.7,269.5,-15.2,-3.5,2,45.06,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,108510,2018-03-12 11:37:05:284
-0.392,3.288,8.882,0.674,3.103,9.278,-0.582,-0.106,-1.604,-0.053,-0.263,0.132,511,6.8,-19.9,-41.4,238.1,-18.4,-4.2,2,41.55,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,109009,2018-03-12 11:37:05:783
1.116,3.209,8.005,0.792,3.566,9.101,-0.138,-0.623,-0.16,0.317,-0.06,0.024,619,7.1,-27.3,-36.8,217.2,-19,-5.4,2,39.85,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,109509,2018-03-12 11:37:06:283
-0.075,3.155,10.255,0.148,3.317,9.227,-0.788,-0.287,0.842,0.229,0.951,0.315,822,7.5,-30.1,-33.4,206.5,-19.8,-0.9,2,38.91,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,110010,2018-03-12 11:37:06:784
1.106,3.237,10.071,0.896,2.736,9.375,0.503,-0.302,1.587,-0.553,-0.263,-0.301,811,1.6,-32.2,-33.5,195.8,-18.4,-6.1,2,40.57,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,110509,2018-03-12 11:37:07:283
0.619,2.896,9.501,1.066,2.695,9.368,0.983,0.504,0.405,-0.216,-1.06,0.526,703,-1.8,-28.8,-29.8,184.1,-16,-6.5,2,40.97,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,111010,2018-03-12 11:37:07:784
1.555,2.4,10.276,1.436,3.17,9.168,0.202,-0.159,-1.102,0.383,0.437,0.355,234,0.1,-31.9,-22.2,191.2,-15.6,-13,2,42.28,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,111510,2018-03-12 11:37:08:284
-1.331,4.199,10.915,-0.763,4.395,8.733,0.859,-1.233,-1.073,0.491,1.382,-0.591,40,0.9,-33.9,-17.7,183.5,-24.9,-1.4,2,40.95,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,112009,2018-03-12 11:37:08:783
-0.534,3.283,8.697,-0.561,3.871,8.993,-0.113,-0.642,0.247,-0.451,0.096,0.855,37,-4,-30.6,-19.9,167.4,-22.8,1.9,2,51.9,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,112510,2018-03-12 11:37:09:284
-0.477,3.885,8.183,-0.567,4.019,8.927,0.357,-1.233,0.099,0.042,-0.104,-0.465,54,-4.8,-27.7,-19.4,160.9,-24.2,3.6,2,48.16,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,113010,2018-03-12 11:37:09:784
0.097,4.723,8.596,-0.334,3.839,9.018,0.616,0.61,-0.758,0.044,0.313,0.04,10,-8.1,-26.7,-16.7,154.1,-22.9,3.3,2,48.89,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,113510,2018-03-12 11:37:10:284
-0.155,3.834,9.395,-0.099,3.752,9.06,0.306,0.228,0.347,-0.034,0.01,0.245,15,-4.9,-25.7,-18.8,162.8,-22.5,0.6,2,44.85,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,114011,2018-03-12 11:37:10:785
-0.692,6.234,6.587,0.031,4.581,8.671,-0.314,2.221,-0.083,0.758,1.1,0.209,34,-9.1,-26.3,-15.9,152.6,-24.4,-0.6,2,45.99,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,114510,2018-03-12 11:37:11:284
1.46,5.842,7.528,0.472,4.051,8.918,0.707,1.759,-0.804,-0.21,0.338,-0.239,22,-7.1,-24.6,-14.1,155.4,-29.7,-1.1,2,46.28,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,115009,2018-03-12 11:37:11:783
0.43,4.321,8.004,0.086,3.916,8.991,-0.029,1.407,-0.209,-0.496,-0.049,0.034,34,-7.7,-24.1,-11.4,155,-26.2,-1.3,2,40.63,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,115510,2018-03-12 11:37:12:284
0.799,2.324,7.738,0.371,4.307,8.802,-0.541,-1.393,-0.434,-0.114,-0.367,1.102,39,-10,-18.2,-13.5,136.3,-26.1,-2.4,2,41.98,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,116009,2018-03-12 11:37:12:783
0.891,3.695,9.243,-0.237,4.197,8.86,1.668,-0.204,-1.117,0.597,0.33,0.063,28,-10.9,-15.5,-18.3,125.4,-20.8,-1.1,2,41.06,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,116511,2018-03-12 11:37:13:285
-0.432,2.45,13.098,0.616,4.579,8.65,-1.719,-0.281,4.041,-0.446,-0.036,1.443,30,-10.5,-17.5,-20.9,114.7,-29.8,1.6,2,40.13,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,117010,2018-03-12 11:37:13:784
1.032,5.352,7.108,0.623,5.221,8.278,-0.273,0.396,-0.75,-0.013,0.45,0.178,30,-11,-19.4,-21.4,115.6,-32.2,-4.3,2,40.8,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,117511,2018-03-12 11:37:14:285
0.438,4.818,7.617,0.159,4.728,8.59,0.32,0.01,-0.87,-0.11,-0.014,-0.158,55,-7.9,-24.3,-19.4,147,-28.8,-1.1,2,59.48,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,118010,2018-03-12 11:37:14:784
-1.042,5.174,8.397,-0.121,4.932,8.476,-0.052,-0.736,-0.105,-0.065,-0.005,0.453,113,-4.5,-25.1,-15.8,159.9,-27.9,1.4,2,55.89,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,118509,2018-03-12 11:37:15:283
-0.141,7.061,9.427,0.33,5.2,8.308,-0.809,0.948,2.157,0.196,0.194,0.209,173,-1.6,-29.3,-12.2,175.2,-32,-2.3,2,43.84,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,119009,2018-03-12 11:37:15:783
0.055,6.29,9.05,0.147,5.403,8.183,-0.155,0.465,1.409,-0.194,0.515,0.682,228,-0.2,-31.9,-13.8,182.3,-34.7,-3,2,41.88,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,119511,2018-03-12 11:37:16:285
-1.111,5.363,7.194,0.117,5.93,7.81,-0.392,-1.073,0.438,0.278,0.861,1.192,182,-15,-29.4,-11.6,139.7,-33.7,-1.8,2,41,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,120010,2018-03-12 11:37:16:784
0.981,4.642,9.235,0.253,5.584,8.057,0.689,-0.675,0.605,-0.351,0.376,0.739,52,-19.5,-21.8,-14.2,114.3,-37.4,-4.9,2,42.22,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,120510,2018-03-12 11:37:17:284
1.727,5.832,8.028,0.384,5.533,8.088,-1.915,-1.705,3.679,0.233,0.52,1.66,68,-20,-8.1,-26.1,65.4,-34.3,-2.7,2,40.74,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,121009,2018-03-12 11:37:17:783
0.084,5.761,7.416,1.047,5.545,8.02,-1.225,0.232,-0.479,-0.06,0.364,1.115,226,-12.5,-1.6,-32.8,26.9,-35.7,-4.8,2,39.31,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,121510,2018-03-12 11:37:18:284
0.154,3.75,7.155,-0.111,4.485,8.72,0.223,-0.901,-1.244,-0.098,0.93,0.605,302,2.2,-3.4,-35.6,342.2,-28.1,-4.1,2,40.7,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,122009,2018-03-12 11:37:18:783
0.453,6.008,11.559,0.53,4.922,8.465,-1.449,2.462,3.727,0.379,-0.729,0.94,219,7.5,-7.8,-33.9,314.5,-24.7,-0.1,2,40.55,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,122510,2018-03-12 11:37:19:284
0.087,5.072,9.707,0.467,4.436,8.733,-0.016,0.545,0.553,-0.084,0.045,0.026,65,10.3,-16.4,-30.2,267.4,-27.4,-1.3,2,39.73,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,123009,2018-03-12 11:37:19:783
1.178,3.895,6.783,-0.171,4.125,8.895,0.179,0.86,-1.626,-0.15,0.072,0.071,52,14.7,-17.5,-24.4,251.6,-27.2,-2,2,40.54,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,123510,2018-03-12 11:37:20:284
-0.135,4.439,6.811,0.052,4.84,8.529,-0.226,-0.209,-1.378,-0.337,-0.146,-0.078,39,13.3,-14.9,-23.7,264.6,-29.6,-0.4,2,40.15,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,124009,2018-03-12 11:37:20:783
1.391,3.382,10.524,0.242,4.751,8.575,0.946,-1.252,1.757,0.162,-0.174,-0.274,37,13.4,-11.9,-24.9,276,-29.1,-1.8,2,39.31,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,124510,2018-03-12 11:37:21:284
-1.834,4.689,7.569,-0.381,4.9,8.486,-0.709,-0.414,3.841,0.113,0.245,0.334,25,10.7,-9.9,-28.8,295.4,-27.7,1.7,2,42.48,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,125009,2018-03-12 11:37:21:783
0.769,5.062,8.603,0.705,4.258,8.806,-0.424,1.383,1.02,-0.448,0.511,-0.383,45,7.9,-8.4,-31.1,314,-29.2,-0.7,2,41.11,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,125510,2018-03-12 11:37:22:284
0.46,4.041,8.087,0.039,4.082,8.916,0.458,0.73,0.869,-0.024,-0.023,0.237,110,8.3,-9.4,-31.4,298.1,-24.3,-0.8,2,39.75,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,126010,2018-03-12 11:37:22:784
0.67,3.474,6.222,0.53,4.03,8.925,0.231,-0.563,-2.288,-0.179,-0.18,-0.279,343,5.8,-11.4,-29.1,289.4,-25.2,-1.3,2,39.77,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,126509,2018-03-12 11:37:23:283
0.158,4.033,8.095,0.373,4.353,8.78,-0.22,0.305,-1.704,-0.012,0.121,0.257,523,5.1,-9.6,-27.9,296.7,-26,-2.7,2,40.9,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,127009,2018-03-12 11:37:23:783
-0.538,4.15,8.497,0.316,4.573,8.67,-0.503,-0.78,1.372,0.162,0.094,0.509,560,6.5,-6.7,-25.7,307.3,-28.1,-1.8,2,40.41,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,127510,2018-03-12 11:37:24:284
0.006,5.808,10.765,0.227,4.639,8.637,-0.463,0.357,2.397,-0.261,0.335,-0.082,297,4.2,-3.2,-24.8,333,-28.2,-1.5,2,39,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,128009,2018-03-12 11:37:24:783
0.163,5.593,8.368,0.077,4.653,8.632,-0.07,0.592,1.351,-0.357,0.604,0.335,166,8.8,-1.1,-26.7,324.3,-29.6,0.1,2,40.59,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,128510,2018-03-12 11:37:25:284
-0.307,4.149,7.265,-0.315,4.792,8.551,-0.264,-0.19,-1.017,-0.055,0.017,-0.229,78,15.2,4.4,-31.2,323.8,-29.2,2.1,2,41.12,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,129010,2018-03-12 11:37:25:784
1.615,3.452,7.981,0.035,4.68,8.618,0.777,-0.311,-1.407,0.127,0.155,-0.33,39,12.4,9.9,-37.4,334.3,-27,-0.5,2,40.3,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,129510,2018-03-12 11:37:26:284
-0.335,4.767,8.283,0.132,4.877,8.507,0.326,-0.414,-1.185,-0.161,-0.265,0.306,27,12.2,7.8,-49.5,340.5,-29.5,1.1,2,42.58,35.77281,-78.6779,263.5,NaN,,69.46129,,0 / 19,130010,2018-03-12 11:37:26:784
